input_name,preferred_name,cas,pubchem_cid,formula,molecular_weight,canonical_smiles,inchikey,identity_status,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,phase_25C_1atm,supply_class,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,pfas_basis,pfas_list_hits,persistence_screen,persistence_basis,reactive_groups,reactivity_flags,ghs_physical_h_codes,kinetics_coverage,kinetics_sources,data_quality,review_required,candidate_id,candidate_source,candidate_family,generation_rule,parent_candidate_id,structure_status,structure_status_reason,heavy_atom_count,element_symbols,amine_class,amine_class_label,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,candidate_scope
generated_tertiary_amine_n-butyl_allyl_difluoromethyl,generated_tertiary_amine_n-butyl_allyl_difluoromethyl,,,C8H16F2N,164.219,N(CCCC)(CC=C)FC(F),,manual_review_required,9.47222000000005,158.3347,339.46288000000004,3.9241385,0.297310182,value_available,0.7341332220000001,value_available,2.15876638,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,8d50d1c0-d683-59bf-998d-aabd2b446899,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; allyl; difluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_n-butyl_allyl_trifluoromethyl,generated_tertiary_amine_n-butyl_allyl_trifluoromethyl,,,C8H15F3N,182.209,N(CCCC)(CC=C)FC(F)(F),,manual_review_required,39.79842000000002,185.7217,370.80768,3.7712235,0.10264329600000001,value_available,0.263535744,value_available,0.811874023,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,a32f31b5-fcbb-5975-b016-ee90069c7d63,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; allyl; trifluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_n-butyl_cyclopropyl_fluoromethyl,generated_tertiary_amine_n-butyl_cyclopropyl_fluoromethyl,,,C8H17FN,146.22899999999998,N(CCCC)(C1CC1)FC,,manual_review_required,-20.85397999999998,130.9477,308.1180800000001,4.0770535,0.8907341,value_available,2.115287131,value_available,5.937200907999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,11dc3f68-f978-5aa4-b3c3-d4c6ed491b9d,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; cyclopropyl; fluoromethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,
generated_tertiary_amine_n-butyl_cyclopropyl_difluoromethyl,generated_tertiary_amine_n-butyl_cyclopropyl_difluoromethyl,,,C8H16F2N,164.219,N(CCCC)(C1CC1)FC(F),,manual_review_required,9.47222000000005,158.3347,339.46288000000004,3.9241385,0.297310182,value_available,0.7341332220000001,value_available,2.15876638,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,20060beb-2bd6-5e8b-948b-738b72117f9a,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; cyclopropyl; difluoromethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,
generated_tertiary_amine_n-butyl_cyclopropyl_trifluoromethyl,generated_tertiary_amine_n-butyl_cyclopropyl_trifluoromethyl,,,C8H15F3N,182.209,N(CCCC)(C1CC1)FC(F)(F),,manual_review_required,39.79842000000002,185.7217,370.80768,3.7712235,0.10264329600000001,value_available,0.263535744,value_available,0.811874023,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,9d096545-6ad9-5c0c-a523-d0113f17c724,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; cyclopropyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl+alkyl,3,yes,1,single_fluorinated_substituent,no,yes,,,,,
generated_tertiary_amine_n-butyl_fluoromethyl_fluoromethyl,generated_tertiary_amine_n-butyl_fluoromethyl_fluoromethyl,,,C6H15F2N,139.18900000000002,N(CCCC)(FC)FC,,manual_review_required,-25.06917999999999,125.79570000000001,301.41728,4.1368935,1.083441307,value_available,2.56133461,value_available,7.15055204,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,cdae9bbf-51d1-5731-9581-75827b6b8cec,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoromethyl; fluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoromethyl_difluoromethyl,generated_tertiary_amine_n-butyl_fluoromethyl_difluoromethyl,,,C6H14F3N,157.179,N(CCCC)(FC)FC(F),,manual_review_required,5.257020000000011,153.1827,332.76207999999997,3.9839785,0.358053592,value_available,0.880142129,value_available,2.5742126090000004,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,4e45a45d-301d-5741-a493-e0f4d99d4a26,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoromethyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoromethyl_fluoroethyl,generated_tertiary_amine_n-butyl_fluoromethyl_fluoroethyl,,,C7H17F2N,153.216,N(CCCC)(FC)FCC,,manual_review_required,-5.711919999999964,144.0308,322.73832000000004,4.017664,0.521045075,value_available,1.262206057,value_available,3.6278131790000003,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,769be9fd-42c8-5678-a98e-5e1943f3d039,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoromethyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoromethyl_difluoroethyl,generated_tertiary_amine_n-butyl_fluoromethyl_difluoroethyl,,,C7H16F3N,171.20600000000002,N(CCCC)(FC)FC(F)C,,manual_review_required,24.614280000000008,171.4178,354.08312,3.864749,0.176682382,value_available,0.44503283499999996,value_available,1.3400625179999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,05bafa79-6803-5623-ba5e-9cf8a2fe30bc,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoromethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoromethyl_trifluoromethyl,generated_tertiary_amine_n-butyl_fluoromethyl_trifluoromethyl,,,C6H13F4N,175.169,N(CCCC)(FC)FC(F)(F),,manual_review_required,35.58322000000004,180.5697,364.10688000000005,3.8310635,0.122585087,value_available,0.31331866,value_available,0.9600552229999999,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,a8fcde9e-09ab-5b93-9630-81f1a14d330f,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoromethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoromethyl_trifluoroethyl,generated_tertiary_amine_n-butyl_fluoromethyl_trifluoroethyl,,,C7H15F4N,189.19600000000003,N(CCCC)(FC)FC(F)(F)C,,manual_review_required,54.940480000000036,198.8048,385.42792,3.711834,0.061797116,value_available,0.161849314,value_available,0.5105781420000001,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,86947ae3-abd7-520d-887d-d33cac8a7ef3,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoromethyl; trifluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_difluoromethyl_difluoromethyl,generated_tertiary_amine_n-butyl_difluoromethyl_difluoromethyl,,,C6H13F4N,175.169,N(CCCC)(FC(F))FC(F),,manual_review_required,35.58322000000004,180.5697,364.10688000000005,3.8310635,0.122585087,value_available,0.31331866,value_available,0.9600552229999999,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,221468b6-31e0-5217-bc3f-19ce9ca9f924,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; difluoromethyl; difluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_difluoromethyl_fluoroethyl,generated_tertiary_amine_n-butyl_difluoromethyl_fluoroethyl,,,C7H16F3N,171.20600000000002,N(CCCC)(FC(F))FCC,,manual_review_required,24.614280000000008,171.4178,354.08312,3.864749,0.176682382,value_available,0.44503283499999996,value_available,1.3400625179999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,cfe5e01e-82af-5235-a9c9-9a1f8bd67b54,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; difluoromethyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_difluoromethyl_difluoroethyl,generated_tertiary_amine_n-butyl_difluoromethyl_difluoroethyl,,,C7H15F4N,189.19600000000003,N(CCCC)(FC(F))FC(F)C,,manual_review_required,54.940480000000036,198.8048,385.42792,3.711834,0.061797116,value_available,0.161849314,value_available,0.5105781420000001,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,9a54bf79-9183-5f05-ad41-cc80b67dafc3,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; difluoromethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_difluoromethyl_trifluoromethyl,generated_tertiary_amine_n-butyl_difluoromethyl_trifluoromethyl,,,C6H12F5N,193.15900000000002,N(CCCC)(FC(F))FC(F)(F),,manual_review_required,65.90942000000001,207.9567,395.45168,3.6781485,0.043216872,value_available,0.114853913,value_available,0.368700816,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,c8c0e1e4-0e90-5e44-8b31-5558fdacef04,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; difluoromethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoroethyl_fluoroethyl,generated_tertiary_amine_n-butyl_fluoroethyl_fluoroethyl,,,C8H19F2N,167.24300000000002,N(CCCC)(FCC)FCC,,manual_review_required,13.645340000000033,162.26590000000004,344.05935999999997,3.8984345,0.25529947799999997,value_available,0.6337222100000001,value_available,1.875231904,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,1448f9c2-14b5-5ca4-864b-4cd74352f4fa,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoroethyl; fluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoroethyl_difluoroethyl,generated_tertiary_amine_n-butyl_fluoroethyl_difluoroethyl,,,C8H18F3N,185.233,N(CCCC)(FCC)FC(F)C,,manual_review_required,43.971540000000005,189.65290000000005,375.40416000000005,3.7455195,0.08854885,value_available,0.22854713100000001,value_available,0.708516843,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,5e9b5e6c-2d8c-5db3-87dd-812b9c7904c9,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoroethyl; difluoroethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_n-butyl_fluoroethyl_trifluoromethyl,generated_tertiary_amine_n-butyl_fluoroethyl_trifluoromethyl,,,C7H15F4N,189.19600000000003,N(CCCC)(FCC)FC(F)(F),,manual_review_required,54.940480000000036,198.8048,385.42792,3.711834,0.061797116,value_available,0.161849314,value_available,0.5105781420000001,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,,not_checked,,Partial,True,3487be95-7423-5923-8add-91507f4322b4,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,n-butyl; fluoroethyl; trifluoromethyl,fluorinated_alkyl+alkyl,3,yes,2,multiple_fluorinated_substituents,no,no,,,,,
generated_tertiary_amine_tert-butyl_vinyl_fluoromethyl,generated_tertiary_amine_tert-butyl_vinyl_fluoromethyl,,,C7H15FN,132.202,N(C(C)(C)C)(C=C)FC,,manual_review_required,-40.211239999999975,112.71260000000001,286.79704000000004,4.196283,1.87692173,value_available,4.349840922,value_available,11.858899595,value_available,liquid,heated_source_likely,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,7159eae1-7ac3-51f4-857c-c1a3257311e3,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,9,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; vinyl; fluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_vinyl_difluoromethyl,generated_tertiary_amine_tert-butyl_vinyl_difluoromethyl,,,C7H14F2N,150.192,N(C(C)(C)C)(C=C)FC(F),,manual_review_required,-9.885040000000004,140.0996,318.14184,4.043368,0.609107526,value_available,1.467793715,value_available,4.192319674999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,3e96b44a-36b4-5cb6-9702-29bfa35d177f,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; vinyl; difluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_vinyl_fluoroethyl,generated_tertiary_amine_tert-butyl_vinyl_fluoroethyl,,,C8H17FN,146.22899999999998,N(C(C)(C)C)(C=C)FCC,,manual_review_required,-20.85397999999998,130.9477,308.1180800000001,4.0770535,0.8907341,value_available,2.115287131,value_available,5.937200907999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,761e495f-3ec9-5d28-ae60-a0f70780a371,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; vinyl; fluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_vinyl_difluoroethyl,generated_tertiary_amine_tert-butyl_vinyl_difluoroethyl,,,C8H16F2N,164.219,N(C(C)(C)C)(C=C)FC(F)C,,manual_review_required,9.47222000000005,158.3347,339.46288000000004,3.9241385,0.297310182,value_available,0.7341332220000001,value_available,2.15876638,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,46b9e2e7-e514-5c84-a253-61d93af4330e,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; vinyl; difluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_vinyl_trifluoromethyl,generated_tertiary_amine_tert-butyl_vinyl_trifluoromethyl,,,C7H13F3N,168.18200000000002,N(C(C)(C)C)(C=C)FC(F)(F),,manual_review_required,20.441160000000025,167.4866,349.4866400000001,3.890453,0.20545928900000002,value_available,0.514802545,value_available,1.540452825,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,102c72ac-d9e5-5fea-80e7-fbe9e0b62ab3,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; vinyl; trifluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_vinyl_trifluoroethyl,generated_tertiary_amine_tert-butyl_vinyl_trifluoroethyl,,,C8H15F3N,182.209,N(C(C)(C)C)(C=C)FC(F)(F)C,,manual_review_required,39.79842000000002,185.7217,370.80768,3.7712235,0.10264329600000001,value_available,0.263535744,value_available,0.811874023,value_available,solid,solid_or_sublimation_source_review,,missing,,yes,structure_rule,,likely_persistent,PFAS structure/list screening positive,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,9413ee2a-3009-52ea-b3da-c435cb3c9c84,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; vinyl; trifluoroethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_allyl_fluoromethyl,generated_tertiary_amine_tert-butyl_allyl_fluoromethyl,,,C8H17FN,146.22899999999998,N(C(C)(C)C)(CC=C)FC,,manual_review_required,-20.85397999999998,130.9477,308.1180800000001,4.0770535,0.8907341,value_available,2.115287131,value_available,5.937200907999999,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,583d0e13-6b1a-51d8-9f28-322c8730edd5,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,10,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; allyl; fluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_allyl_difluoromethyl,generated_tertiary_amine_tert-butyl_allyl_difluoromethyl,,,C8H16F2N,164.219,N(C(C)(C)C)(CC=C)FC(F),,manual_review_required,9.47222000000005,158.3347,339.46288000000004,3.9241385,0.297310182,value_available,0.7341332220000001,value_available,2.15876638,value_available,liquid,heated_source_required,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,4fd95c68-f568-50a9-9a94-77191c62649a,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,11,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; allyl; difluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
generated_tertiary_amine_tert-butyl_allyl_trifluoromethyl,generated_tertiary_amine_tert-butyl_allyl_trifluoromethyl,,,C8H15F3N,182.209,N(C(C)(C)C)(CC=C)FC(F)(F),,manual_review_required,39.79842000000002,185.7217,370.80768,3.7712235,0.10264329600000001,value_available,0.263535744,value_available,0.811874023,value_available,solid,solid_or_sublimation_source_review,,missing,,possible,contains_C_F_bond_but_no_CF2_CF3_screening_motif,,unknown,fluorinated structure requires review,Tertiary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,,not_checked,,Partial,True,5fb413c4-fec1-5c1d-b128-c8f2eb864b8d,template_generation,amine,tertiary_amine,,valid,RDKit is not installed; normalized with lightweight SMILES parser,12,C;F;N,tertiary,tertiary_amine,fluorinated_tertiary_amine,tert-butyl; allyl; trifluoromethyl,fluorinated_alkyl+unsaturated+alkyl,3,yes,1,single_fluorinated_substituent,yes,no,,,,,
